Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
615,180.0,RM,1491,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4.0,6.0,1972.0,1972.0,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,150.0,480.0,0.0,630.0,GasA,Ex,Y,630.0,0.0,0.0,630.0,1.0,0.0,1.0,0.0,1,1.0,TA,3,Typ,0.0,0.0,0.0,Y,96.0,24,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,WD,Normal,75500
219,50.0,RL,15660,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7.0,9.0,1939.0,2006.0,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,CBlock,341.0,0.0,457.0,798.0,GasA,Ex,Y,1137.0,817.0,0.0,1954.0,0.0,1.0,1.0,1.0,3,1.0,Gd,8,Typ,2.0,2.0,431.0,Y,0.0,119,150.0,0.0,0.0,0.0,0.0,5.0,2008.0,WD,Normal,311500
1161,160.0,RL,2280,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6.0,5.0,1978.0,1978.0,Gable,CompShg,Plywood,Brk Cmn,TA,TA,CBlock,311.0,0.0,544.0,855.0,GasA,Fa,Y,855.0,601.0,0.0,1456.0,0.0,0.0,2.0,1.0,3,1.0,TA,7,Typ,1.0,2.0,440.0,Y,26.0,0,0.0,0.0,0.0,0.0,0.0,7.0,2010.0,WD,Normal,146000
650,180.0,RM,1936,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4.0,6.0,1970.0,1970.0,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,131.0,499.0,0.0,630.0,GasA,Gd,Y,630.0,0.0,0.0,630.0,1.0,0.0,1.0,0.0,1,1.0,TA,3,Typ,0.0,0.0,0.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,WD,Normal,84500
888,50.0,RL,16466,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5.0,7.0,1955.0,1955.0,Gable,CompShg,MetalSd,MetalSd,TA,Gd,PConc,0.0,0.0,816.0,816.0,GasA,TA,Y,872.0,521.0,0.0,1393.0,0.0,0.0,1.0,1.0,3,1.0,TA,8,Typ,0.0,1.0,300.0,Y,121.0,0,0.0,0.0,265.0,0.0,0.0,4.0,2008.0,WD,Normal,135500
577,50.0,RL,6292,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,7.0,7.0,1928.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0.0,0.0,861.0,861.0,GasA,Gd,Y,877.0,600.0,0.0,1477.0,0.0,1.0,2.0,0.0,3,1.0,TA,6,Typ,1.0,1.0,216.0,Y,0.0,50,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,WD,Normal,145000
1253,20.0,RL,9858,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5.0,6.0,1968.0,1968.0,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,510.0,0.0,354.0,864.0,GasA,TA,Y,874.0,0.0,0.0,874.0,1.0,0.0,1.0,0.0,3,1.0,TA,5,Typ,0.0,1.0,288.0,Y,33.0,0,0.0,0.0,0.0,0.0,600.0,11.0,2009.0,WD,Normal,130000
1062,30.0,C (all),18000,Grvl,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3.0,4.0,1935.0,1950.0,Gable,CompShg,MetalSd,MetalSd,Fa,TA,CBlock,0.0,0.0,894.0,894.0,GasA,,Y,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,2,1.0,TA,6,Typ,0.0,3.0,1248.0,Y,0.0,20,0.0,0.0,0.0,0.0,560.0,8.0,2008.0,ConLD,Normal,81000
568,20.0,RL,10171,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,2.0,0.0,1515.0,1517.0,GasA,Ex,Y,1535.0,0.0,0.0,1535.0,0.0,0.0,2.0,0.0,3,1.0,Gd,7,Typ,0.0,2.0,532.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,WD,Normal,214000
1109,60.0,RL,8063,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,2000.0,2000.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0.0,0.0,924.0,924.0,GasA,Ex,Y,948.0,742.0,0.0,1690.0,0.0,0.0,2.0,1.0,3,1.0,TA,7,Typ,1.0,2.0,463.0,Y,100.0,48,0.0,0.0,0.0,0.0,0.0,11.0,2007.0,WD,Abnorml,181000
1114,20.0,RL,8923,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,7.0,1953.0,2006.0,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,643.0,0.0,365.0,1008.0,GasA,Gd,Y,1008.0,0.0,0.0,1008.0,1.0,0.0,1.0,0.0,2,1.0,Gd,6,Typ,0.0,1.0,240.0,Y,0.0,18,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,WD,Normal,134500
169,60.0,RL,8244,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0.0,0.0,840.0,840.0,GasA,Ex,Y,840.0,880.0,0.0,1720.0,0.0,0.0,2.0,1.0,3,1.0,Gd,7,Typ,1.0,2.0,440.0,Y,100.0,48,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,WD,Normal,183500
1103,20.0,RL,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,7.0,1960.0,2002.0,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,588.0,0.0,422.0,1010.0,GasA,Ex,Y,1134.0,0.0,0.0,1134.0,0.0,0.0,1.0,0.0,2,1.0,TA,6,Typ,0.0,1.0,254.0,Y,0.0,16,0.0,0.0,0.0,0.0,0.0,4.0,2007.0,WD,Family,135000
1121,30.0,RM,8263,Pave,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6.0,5.0,1920.0,1950.0,Gable,CompShg,BrkFace,BrkFace,TA,TA,BrkTil,0.0,0.0,1012.0,1012.0,GasA,TA,Y,1012.0,0.0,0.0,1012.0,0.0,0.0,1.0,0.0,2,1.0,TA,6,Typ,1.0,1.0,308.0,Y,0.0,22,112.0,0.0,0.0,0.0,0.0,5.0,2007.0,WD,Normal,118400
68,20.0,RL,10665,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1013.0,0.0,440.0,1453.0,GasA,Ex,Y,1479.0,0.0,0.0,1479.0,1.0,0.0,2.0,0.0,3,1.0,Gd,7,Typ,0.0,2.0,558.0,Y,144.0,29,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,WD,Normal,226000
1041,20.0,RL,13125,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,4.0,1957.0,2000.0,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,168.0,682.0,284.0,1134.0,GasA,Ex,Y,1803.0,0.0,0.0,1803.0,1.0,0.0,2.0,0.0,3,1.0,TA,8,Maj1,1.0,2.0,484.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2006.0,WD,Normal,155000
454,60.0,FV,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8.0,5.0,2008.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0.0,0.0,768.0,768.0,GasA,Ex,Y,786.0,804.0,0.0,1590.0,0.0,0.0,2.0,1.0,3,1.0,Gd,6,Typ,0.0,2.0,676.0,Y,0.0,30,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,WD,Normal,210000
671,60.0,RL,8633,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6.0,5.0,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,193.0,0.0,545.0,738.0,GasA,Ex,Y,738.0,738.0,0.0,1476.0,1.0,0.0,2.0,1.0,3,1.0,Gd,7,Typ,0.0,2.0,540.0,Y,100.0,35,0.0,0.0,0.0,0.0,0.0,2.0,2009.0,WD,Normal,173500
1095,20.0,RL,5868,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,7.0,1956.0,2000.0,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,248.0,240.0,448.0,936.0,GasA,Ex,Y,936.0,0.0,0.0,936.0,1.0,0.0,1.0,0.0,2,1.0,TA,4,Typ,0.0,1.0,308.0,Y,0.0,0,80.0,0.0,160.0,0.0,0.0,5.0,2010.0,WD,Normal,129000
193,20.0,RL,9017,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,1999.0,1999.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,560.0,0.0,871.0,1431.0,GasA,Ex,Y,1431.0,0.0,0.0,1431.0,1.0,0.0,2.0,0.0,3,1.0,Gd,6,Typ,0.0,2.0,666.0,Y,0.0,35,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,WD,Normal,192000
124,120.0,RL,7892,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6.0,5.0,1993.0,1993.0,Gable,CompShg,Plywood,Plywood,Gd,TA,PConc,300.0,0.0,899.0,1199.0,GasA,Ex,Y,1199.0,0.0,0.0,1199.0,0.0,0.0,2.0,0.0,2,1.0,Gd,5,Typ,0.0,2.0,530.0,Y,0.0,63,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,WD,Normal,153900
416,20.0,RL,8899,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,24.0,0.0,1316.0,1340.0,GasA,Ex,Y,1340.0,0.0,0.0,1340.0,0.0,0.0,2.0,0.0,3,1.0,Gd,6,Typ,0.0,2.0,396.0,Y,100.0,30,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,New,Partial,181134
278,20.0,RL,19138,Pave,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4.0,5.0,1951.0,1951.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,120.0,0.0,744.0,864.0,GasA,Ex,Y,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2,1.0,TA,4,Typ,0.0,2.0,400.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,WD,Normal,141000
434,60.0,RL,10839,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,1997.0,1998.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0.0,0.0,926.0,926.0,GasA,Ex,Y,926.0,678.0,0.0,1604.0,0.0,0.0,2.0,1.0,3,1.0,TA,7,Typ,1.0,2.0,470.0,Y,0.0,36,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,WD,Normal,181000
1318,120.0,FV,4230,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7.0,5.0,2006.0,2007.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0.0,0.0,1352.0,1352.0,GasA,Ex,Y,1352.0,0.0,0.0,1352.0,0.0,0.0,2.0,0.0,2,1.0,Gd,5,Typ,1.0,2.0,466.0,Y,0.0,241,0.0,0.0,0.0,0.0,0.0,4.0,2007.0,New,Partial,208900
185,50.0,RL,7438,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5.0,8.0,1908.0,1991.0,Gable,CompShg,AsbShng,Plywood,TA,TA,PConc,0.0,0.0,504.0,504.0,GasA,Gd,Y,936.0,316.0,0.0,1252.0,0.0,0.0,1.0,0.0,3,1.0,TA,5,Typ,0.0,2.0,576.0,Y,104.0,0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,WD,Normal,127000
555,60.0,RL,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7.0,5.0,2003.0,2004.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,866.0,0.0,132.0,998.0,GasA,Ex,Y,1006.0,1040.0,0.0,2046.0,1.0,0.0,2.0,1.0,3,1.0,Gd,8,Typ,1.0,3.0,871.0,Y,320.0,62,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,WD,Normal,284000
1174,50.0,RL,18030,Pave,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5.0,6.0,1946.0,1994.0,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,152.0,469.0,977.0,1598.0,GasA,TA,Y,1636.0,971.0,479.0,3086.0,0.0,0.0,3.0,0.0,3,1.0,Ex,12,Maj1,1.0,0.0,0.0,Y,122.0,0,0.0,0.0,0.0,0.0,0.0,3.0,2007.0,WD,Normal,200500
77,20.0,RL,8475,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4.0,7.0,1956.0,1956.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,228.0,0.0,724.0,952.0,GasA,Ex,Y,952.0,0.0,0.0,952.0,0.0,0.0,1.0,0.0,2,1.0,TA,4,Typ,0.0,1.0,283.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,2008.0,WD,Normal,135750
907,20.0,RL,13501,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,63.0,0.0,1560.0,1623.0,GasA,Ex,Y,1636.0,0.0,0.0,1636.0,1.0,0.0,2.0,0.0,3,1.0,Gd,8,Typ,1.0,3.0,865.0,Y,0.0,60,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,WD,Normal,255000
675,20.0,RL,9200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,6.0,1965.0,1965.0,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,892.0,0.0,244.0,1136.0,GasA,TA,Y,1136.0,0.0,0.0,1136.0,1.0,0.0,1.0,0.0,3,1.0,TA,5,,1.0,1.0,384.0,Y,426.0,0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,WD,Normal,140000
1399,50.0,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5.0,4.0,1950.0,1982.0,Gable,CompShg,VinylSd,Wd Sdng,TA,TA,CBlock,180.0,352.0,676.0,1208.0,GasA,Gd,Y,1136.0,768.0,0.0,1904.0,1.0,0.0,1.0,1.0,3,1.0,TA,7,Min1,0.0,1.0,240.0,Y,0.0,0,168.0,0.0,0.0,0.0,0.0,5.0,2009.0,WD,Normal,138000
375,60.0,RL,8200,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2003.0,2004.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0.0,0.0,847.0,847.0,GasA,Ex,Y,847.0,1081.0,0.0,1928.0,0.0,0.0,2.0,1.0,4,1.0,Gd,8,Typ,1.0,2.0,434.0,Y,100.0,48,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,WD,Normal,219500
1033,60.0,RL,14541,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8.0,7.0,1993.0,1993.0,Gable,CompShg,MetalSd,MetalSd,Gd,Gd,PConc,1012.0,0.0,326.0,1338.0,GasA,Ex,Y,1352.0,1168.0,0.0,2520.0,1.0,0.0,2.0,1.0,5,1.0,Gd,10,Typ,1.0,3.0,796.0,Y,209.0,55,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,WD,Abnorml,310000
260,20.0,RM,12702,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5.0,5.0,1956.0,1956.0,Gable,CompShg,BrkFace,BrkFace,TA,TA,PConc,0.0,0.0,0.0,0.0,GasA,Gd,Y,882.0,0.0,0.0,882.0,0.0,0.0,1.0,0.0,2,1.0,TA,4,Typ,0.0,1.0,308.0,Y,0.0,45,0.0,0.0,0.0,0.0,0.0,12.0,2008.0,WD,Normal,97000
52,50.0,RM,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6.0,6.0,1934.0,1950.0,Gable,CompShg,Wd Sdng,,TA,TA,PConc,0.0,0.0,816.0,816.0,GasA,TA,Y,816.0,0.0,360.0,1176.0,0.0,0.0,1.0,0.0,3,1.0,TA,6,Typ,1.0,2.0,528.0,Y,112.0,0,0.0,0.0,0.0,0.0,400.0,9.0,2006.0,WD,Normal,114500
245,60.0,RL,8880,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,1994.0,2002.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,695.0,0.0,253.0,948.0,GasA,Ex,Y,1222.0,888.0,0.0,2110.0,1.0,0.0,2.0,1.0,3,1.0,Gd,8,Typ,2.0,2.0,463.0,Y,0.0,130,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,WD,Normal,205000
1102,20.0,RL,9758,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1971.0,1971.0,Gable,CompShg,HdBoard,MetalSd,TA,TA,CBlock,412.0,287.0,251.0,950.0,GasA,TA,Y,950.0,0.0,0.0,950.0,0.0,0.0,1.0,0.0,3,1.0,TA,5,Typ,0.0,1.0,280.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,WD,Normal,119500
582,20.0,RL,12704,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8.0,5.0,2008.0,2009.0,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,0.0,0.0,2042.0,2042.0,GasA,Ex,Y,2042.0,0.0,0.0,2042.0,0.0,0.0,2.0,1.0,3,1.0,Ex,8,Typ,1.0,3.0,1390.0,Y,0.0,90,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,New,Partial,253293
680,20.0,RL,9945,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,5.0,1961.0,1961.0,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,827.0,0.0,161.0,988.0,GasA,TA,Y,988.0,0.0,0.0,988.0,1.0,0.0,1.0,0.0,3,1.0,TA,5,Typ,0.0,2.0,572.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,2007.0,WD,Normal,128500
1133,70.0,RM,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6.0,4.0,1880.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0.0,0.0,1008.0,1008.0,GasW,TA,Y,1178.0,1032.0,0.0,2210.0,0.0,0.0,2.0,0.0,5,1.0,Fa,8,Typ,0.0,1.0,205.0,N,0.0,48,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,WD,Normal,117500
1221,20.0,RL,7800,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1964.0,1964.0,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,312.0,600.0,0.0,912.0,GasA,TA,Y,912.0,0.0,0.0,912.0,0.0,0.0,1.0,0.0,2,1.0,TA,5,Typ,0.0,1.0,288.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,WD,Abnorml,115000
50,20.0,RL,7742,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,7.0,1966.0,1966.0,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,763.0,0.0,192.0,955.0,GasA,Ex,Y,955.0,0.0,0.0,955.0,1.0,0.0,1.0,0.0,3,1.0,TA,6,Typ,0.0,1.0,386.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2007.0,WD,Normal,127000
592,60.0,RL,13478,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10.0,5.0,2008.0,2008.0,Gable,CompShg,CemntBd,CmentBd,Ex,TA,PConc,1338.0,0.0,384.0,1722.0,GasA,Ex,Y,1728.0,568.0,0.0,2296.0,1.0,0.0,2.0,1.0,3,1.0,Ex,10,Typ,1.0,3.0,842.0,Y,382.0,274,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,ConLI,Normal,451950
1270,50.0,RL,11344,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5.0,5.0,1958.0,1958.0,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,460.0,0.0,414.0,874.0,GasW,TA,Y,874.0,650.0,0.0,1524.0,,0.0,1.0,1.0,3,1.0,TA,7,Typ,0.0,1.0,315.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,WD,Normal,144000
1250,20.0,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,7.0,1950.0,1950.0,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,534.0,96.0,246.0,876.0,GasA,TA,Y,988.0,0.0,0.0,988.0,0.0,0.0,1.0,0.0,3,1.0,TA,6,Typ,0.0,1.0,276.0,Y,0.0,80,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,WD,Normal,119000
1139,20.0,RL,9819,Pave,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,6.0,5.0,1977.0,1977.0,Gable,CompShg,Plywood,ImStucc,TA,TA,PConc,1567.0,0.0,0.0,1567.0,GasA,TA,Y,1567.0,0.0,0.0,1567.0,1.0,0.0,2.0,0.0,2,1.0,Gd,5,Typ,2.0,2.0,714.0,Y,264.0,32,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,WD,Normal,196000
491,160.0,RM,2665,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5.0,6.0,1976.0,1976.0,Gable,CompShg,CemntBd,CmentBd,TA,TA,PConc,0.0,0.0,264.0,264.0,GasA,TA,Y,616.0,688.0,0.0,1304.0,0.0,0.0,1.0,1.0,3,1.0,TA,4,Typ,1.0,1.0,336.0,Y,141.0,24,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,WD,Normal,115000
1025,20.0,RL,15498,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8.0,6.0,1976.0,1976.0,Hip,WdShake,Stone,HdBoard,Gd,TA,CBlock,1165.0,400.0,0.0,1565.0,GasA,TA,Y,2898.0,0.0,0.0,2898.0,1.0,0.0,2.0,0.0,2,1.0,Gd,10,Typ,1.0,2.0,665.0,Y,0.0,72,174.0,0.0,0.0,0.0,0.0,5.0,2008.0,COD,Abnorml,287000
812,120.0,RM,4438,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,662.0,0.0,186.0,848.0,GasA,Ex,Y,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1,1.0,Gd,4,Typ,1.0,2.0,420.0,Y,140.0,0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,ConLD,Normal,144500
142,20.0,RL,11645,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1300.0,0.0,434.0,1734.0,GasA,Ex,Y,1734.0,0.0,0.0,1734.0,1.0,0.0,2.0,0.0,3,1.0,Gd,7,Typ,0.0,2.0,660.0,Y,160.0,24,0.0,0.0,0.0,0.0,0.0,1.0,2006.0,WD,Normal,260000
847,60.0,RL,9317,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,1993.0,1993.0,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,513.0,0.0,227.0,740.0,GasA,Ex,Y,1006.0,769.0,0.0,1775.0,1.0,0.0,2.0,1.0,3,1.0,Gd,7,Typ,1.0,2.0,425.0,Y,234.0,72,192.0,0.0,0.0,0.0,0.0,7.0,2009.0,WD,Normal,213000
926,20.0,RL,15611,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1977.0,1977.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,767.0,93.0,266.0,1126.0,GasA,TA,Y,1126.0,0.0,0.0,1126.0,0.0,1.0,2.0,0.0,3,1.0,Ex,6,Typ,0.0,2.0,540.0,Y,180.0,0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,WD,Abnorml,175000
773,80.0,RL,7819,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6.0,5.0,1976.0,1976.0,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,422.0,127.0,480.0,1029.0,GasA,TA,Y,1117.0,0.0,0.0,1117.0,1.0,0.0,1.0,0.0,3,1.0,TA,6,Typ,1.0,2.0,672.0,Y,144.0,0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,WD,Abnorml,107000
